"","year","month","plot_number","treatment","species","height","width1","width2","alive","site","month_count","transplanted"
"40",2018,1,10,"half ","SAAP",NA,NA,NA,4,"1",0,2018
"41",2018,2,1,"none","CEOL",1.65,1.75,0.6,1,"1",1,2018
"42",2018,2,1,"none","CEOL",1.82,2.22,0.95,1,"1",1,2018
"43",2018,2,1,"none","CEOL",2.59,1.47,1.25,1,"1",1,2018
"44",2018,2,1,"none","CEOL",2.97,1.17,1.1,1,"1",1,2018
"45",2018,2,1,"none","HEAR",3.96,6.73,5.02,1,"1",1,2018
"46",2018,2,1,"none","HEAR",4.61,6.61,1.73,1,"1",1,2018
"47",2018,2,1,"none","HEAR",6.73,8.36,6.56,1,"1",1,2018
"48",2018,2,1,"none","HEAR",7.15,6.71,4.8,1,"1",1,2018
"49",2018,2,1,"none","HEAR",7.92,8.49,5.84,1,"1",1,2018
"50",2018,2,1,"none","HEAR",9.36,9.44,6.11,1,"1",1,2018
"51",2018,2,1,"none","RHOV",1.35,2.44,2.1,1,"1",1,2018
"52",2018,2,1,"none","RHOV",2.88,3.24,2.47,1,"1",1,2018
"53",2018,2,1,"none","RHOV",2.9,2.93,0.64,1,"1",1,2018
"54",2018,2,1,"none","RHOV",4.02,1.6,1.27,1,"1",1,2018
"55",2018,2,1,"none","SAAP",0.2,1.65,0.2,1,"1",1,2018
"56",2018,2,1,"none","SAAP",0.58,1.66,0.66,1,"1",1,2018
"57",2018,2,1,"none","SAAP",1.4,2.5,1.31,1,"1",1,2018
"58",2018,2,1,"none","SAAP",2,0.5,0.44,1,"1",1,2018
"59",2018,2,2,"full ","CEOL",1.3,3.1,1,1,"1",1,2018
"60",2018,2,2,"full ","CEOL",2,2.65,2.2,1,"1",1,2018
"61",2018,2,2,"full ","CEOL",2,2.8,1.9,1,"1",1,2018
"62",2018,2,2,"full ","CEOL",2.74,1.35,1.03,1,"1",1,2018
"63",2018,2,2,"full ","HEAR",2.83,6.29,4.29,1,"1",1,2018
"64",2018,2,2,"full ","HEAR",3,8.6,4.3,1,"1",1,2018
"65",2018,2,2,"full ","HEAR",4.6,8.2,6.1,1,"1",1,2018
"66",2018,2,2,"full ","HEAR",5.16,4.78,2.83,1,"1",1,2018
"67",2018,2,2,"full ","HEAR",8.7,6.2,3.4,1,"1",1,2018
"68",2018,2,2,"full ","HEAR",9.67,6.89,3.712,1,"1",1,2018
"69",2018,2,2,"full ","RHOV",1.01,2.5,2.42,1,"1",1,2018
"70",2018,2,2,"full ","RHOV",1.4,2.6,1.7,1,"1",1,2018
"71",2018,2,2,"full ","RHOV",1.57,3.43,1.22,1,"1",1,2018
"72",2018,2,2,"full ","RHOV",1.9,4.8,1.5,1,"1",1,2018
"73",2018,2,2,"full ","SAAP",0.3,0.5,0.3,0,"1",1,2018
"74",2018,2,2,"full ","SAAP",1.21,1.88,1.16,0,"1",1,2018
"75",2018,2,2,"full ","SAAP",2.07,1.91,1.46,1,"1",1,2018
"76",2018,2,2,"full ","SAAP",2.2,1.9,1.4,1,"1",1,2018
"77",2018,2,3,"full ","CEOL",1.16,2.72,1.33,1,"1",1,2018
"78",2018,2,3,"full ","CEOL",1.28,1.79,1.36,1,"1",1,2018
"79",2018,2,3,"full ","CEOL",2.15,3.56,2.03,1,"1",1,2018
"80",2018,2,3,"full ","CEOL",3.66,3.02,2.05,1,"1",1,2018
"81",2018,2,3,"full ","HEAR",4.45,8.17,4.76,1,"1",1,2018
"82",2018,2,3,"full ","HEAR",4.59,8.28,7.34,1,"1",1,2018
"83",2018,2,3,"full ","HEAR",5.21,9.89,7.99,1,"1",1,2018
"84",2018,2,3,"full ","HEAR",5.62,2.89,2.05,1,"1",1,2018
"85",2018,2,3,"full ","HEAR",6.57,7.32,4.67,1,"1",1,2018
"86",2018,2,3,"full ","HEAR",6.99,9.56,5.3,1,"1",1,2018
"87",2018,2,3,"full ","RHOV",0.55,3.14,0.38,1,"1",1,2018
"88",2018,2,3,"full ","RHOV",2.2,2.54,0.7,1,"1",1,2018
"89",2018,2,3,"full ","RHOV",2.22,4.56,1.56,1,"1",1,2018
"90",2018,2,3,"full ","RHOV",2.32,5.65,1.12,0,"1",1,2018
"91",2018,2,3,"full ","SAAP",1.58,1.14,0.72,0,"1",1,2018
"92",2018,2,3,"full ","SAAP",1.8,2.12,1.7,1,"1",1,2018
"93",2018,2,3,"full ","SAAP",3.12,3.05,2.05,1,"1",1,2018
"94",2018,2,3,"full ","SAAP",3.62,5.05,5.03,1,"1",1,2018
"95",2018,2,4,"half ","CEOL",1.9,2.5,2.4,1,"1",1,2018
"96",2018,2,4,"half ","CEOL",2.65,3.26,2.39,1,"1",1,2018
"97",2018,2,4,"half ","CEOL",2.7,2.8,1.4,1,"1",1,2018
"98",2018,2,4,"half ","CEOL",3.66,3.71,3,1,"1",1,2018
"99",2018,2,4,"half ","HEAR",11,7.8,7.6,1,"1",1,2018
"100",2018,2,4,"half ","HEAR",2.87,7.88,2.8,1,"1",1,2018
"101",2018,2,4,"half ","HEAR",6.7,7.8,5.6,1,"1",1,2018
"102",2018,2,4,"half ","HEAR",7.09,6.6,3.81,1,"1",1,2018
"103",2018,2,4,"half ","HEAR",7.5,8.3,7.2,1,"1",1,2018
"104",2018,2,4,"half ","HEAR",8.1,7.5,6.8,1,"1",1,2018
"105",2018,2,4,"half ","RHOV",1.3,2.1,1.2,1,"1",1,2018
"106",2018,2,4,"half ","RHOV",2.49,3.48,3.03,1,"1",1,2018
"107",2018,2,4,"half ","RHOV",2.6,1.76,1.33,1,"1",1,2018
"108",2018,2,4,"half ","RHOV",2.91,3.77,3.21,1,"1",1,2018
"109",2018,2,4,"half ","SAAP",1.24,1.68,0.76,1,"1",1,2018
"110",2018,2,4,"half ","SAAP",1.6,2.38,1.9,1,"1",1,2018
"111",2018,2,4,"half ","SAAP",1.88,2.54,1.33,1,"1",1,2018
"112",2018,2,4,"half ","SAAP",2.4,2.3,1,1,"1",1,2018
"113",2018,2,5,"half ","CEOL",1.13,3.09,2.51,1,"1",1,2018
"114",2018,2,5,"half ","CEOL",1.6,1.91,1.5,1,"1",1,2018
"115",2018,2,5,"half ","CEOL",1.7,1.59,1.45,1,"1",1,2018
"116",2018,2,5,"half ","CEOL",1.99,1.49,1.15,1,"1",1,2018
"117",2018,2,5,"half ","HEAR",10.24,11.3,7.95,1,"1",1,2018
"118",2018,2,5,"half ","HEAR",13.01,10.15,6.85,1,"1",1,2018
"119",2018,2,5,"half ","HEAR",2.48,5.43,4.14,1,"1",1,2018
"120",2018,2,5,"half ","HEAR",2.5,7.32,1.92,1,"1",1,2018
"121",2018,2,5,"half ","HEAR",6.47,13.42,10.13,1,"1",1,2018
"122",2018,2,5,"half ","HEAR",7.61,7.49,4.5,1,"1",1,2018
"123",2018,2,5,"half ","RHOV",1.14,3.13,2,1,"1",1,2018
"124",2018,2,5,"half ","RHOV",1.47,2.24,1.05,1,"1",1,2018
"125",2018,2,5,"half ","RHOV",1.56,3.3,1.75,1,"1",1,2018
"126",2018,2,5,"half ","RHOV",1.61,3.3,3.02,1,"1",1,2018
"127",2018,2,5,"half ","SAAP",1.1,2.13,1.56,1,"1",1,2018
"128",2018,2,5,"half ","SAAP",1.25,1.8,1.61,1,"1",1,2018
"129",2018,2,5,"half ","SAAP",1.44,1.43,0.67,1,"1",1,2018
"130",2018,2,5,"half ","SAAP",2.79,3.85,3.7,1,"1",1,2018
"131",2018,2,6,"none","CEOL",1.12,1.98,1.23,0,"1",1,2018
"132",2018,2,6,"none","CEOL",1.43,1.71,0.21,1,"1",1,2018
"133",2018,2,6,"none","CEOL",2.32,2.11,1.05,1,"1",1,2018
"134",2018,2,6,"none","CEOL",3.56,1.62,0.26,1,"1",1,2018
"135",2018,2,6,"none","HEAR",11.92,8.99,5.02,1,"1",1,2018
"136",2018,2,6,"none","HEAR",2.96,9.89,6.3,1,"1",1,2018
"137",2018,2,6,"none","HEAR",4.45,8.89,5.89,1,"1",1,2018
"138",2018,2,6,"none","HEAR",6.52,7.68,7.18,1,"1",1,2018
"139",2018,2,6,"none","HEAR",7.22,7.12,6.85,1,"1",1,2018
"140",2018,2,6,"none","HEAR",7.33,8.82,5.48,1,"1",1,2018
"141",2018,2,6,"none","RHOV",1.61,2.28,1.78,1,"1",1,2018
"142",2018,2,6,"none","RHOV",1.72,2.97,2.04,1,"1",1,2018
"143",2018,2,6,"none","RHOV",2.12,3.28,3.12,0,"1",1,2018
"144",2018,2,6,"none","RHOV",2.32,3.36,1.12,0,"1",1,2018
"145",2018,2,6,"none","SAAP",NA,NA,NA,0,"1",1,2018
"146",2018,2,6,"none","SAAP",0.53,1.156,1.08,0,"1",1,2018
"147",2018,2,6,"none","SAAP",0.94,1.02,0.72,1,"1",1,2018
"148",2018,2,6,"none","SAAP",3.56,0.1,0.1,0,"1",1,2018
"149",2018,2,7,"none","CEOL",1.79,1.48,0.97,1,"1",1,2018
"150",2018,2,7,"none","CEOL",2.3,2.06,0.85,1,"1",1,2018
"151",2018,2,7,"none","CEOL",2.59,1.84,1.57,1,"1",1,2018
"152",2018,2,7,"none","CEOL",3.32,2.32,1.49,1,"1",1,2018
"153",2018,2,7,"none","HEAR",12.23,6.18,5.68,1,"1",1,2018
"154",2018,2,7,"none","HEAR",2.18,2.75,0.78,1,"1",1,2018
"155",2018,2,7,"none","HEAR",3.62,2.93,1.66,1,"1",1,2018
"156",2018,2,7,"none","HEAR",5.88,6.03,7.4,1,"1",1,2018
"157",2018,2,7,"none","HEAR",7.13,8.83,7.51,1,"1",1,2018
"158",2018,2,7,"none","HEAR",9.59,7.29,5.77,1,"1",1,2018
"159",2018,2,7,"none","RHOV",1.11,2.09,1.09,1,"1",1,2018
"160",2018,2,7,"none","RHOV",1.45,3.29,1.6,1,"1",1,2018
"161",2018,2,7,"none","RHOV",1.48,2.07,1.12,1,"1",1,2018
"162",2018,2,7,"none","RHOV",2.28,5.13,4.08,1,"1",1,2018
"163",2018,2,7,"none","SAAP",NA,NA,NA,0,"1",1,2018
"164",2018,2,7,"none","SAAP",0.68,1.11,0.37,0,"1",1,2018
"165",2018,2,7,"none","SAAP",1.17,0.99,0.75,0,"1",1,2018
"166",2018,2,7,"none","SAAP",1.38,2.28,2.23,1,"1",1,2018
"167",2018,2,8,"half ","CEOL",0.97,2.39,1.79,1,"1",1,2018
"168",2018,2,8,"half ","CEOL",1.6,1.65,1.15,1,"1",1,2018
"169",2018,2,8,"half ","CEOL",2.15,2.47,1.09,1,"1",1,2018
"170",2018,2,8,"half ","CEOL",2.25,2.15,1.2,1,"1",1,2018
"171",2018,2,8,"half ","HEAR",5.22,9.21,7.19,1,"1",1,2018
"172",2018,2,8,"half ","HEAR",5.55,10.5,7.2,1,"1",1,2018
"173",2018,2,8,"half ","HEAR",6.28,7.23,5.46,1,"1",1,2018
"174",2018,2,8,"half ","HEAR",6.39,6.3,4.69,1,"1",1,2018
"175",2018,2,8,"half ","HEAR",6.82,3.85,2.45,1,"1",1,2018
"176",2018,2,8,"half ","HEAR",7.5,8.48,7.32,1,"1",1,2018
"177",2018,2,8,"half ","RHOV",1.25,2.54,1.15,1,"1",1,2018
"178",2018,2,8,"half ","RHOV",1.92,3.15,1.31,0,"1",1,2018
"179",2018,2,8,"half ","RHOV",2.04,2.62,2.03,1,"1",1,2018
"180",2018,2,8,"half ","RHOV",2.22,3.05,1.41,1,"1",1,2018
"181",2018,2,8,"half ","SAAP",0.62,1.21,0.95,1,"1",1,2018
"182",2018,2,8,"half ","SAAP",1.12,1.48,0.93,1,"1",1,2018
"183",2018,2,8,"half ","SAAP",1.18,1.05,0.67,1,"1",1,2018
"184",2018,2,8,"half ","SAAP",2.15,1.1,0.69,1,"1",1,2018
"185",2018,2,9,"full ","CEOL",0.75,1.71,0.5,1,"1",1,2018
"186",2018,2,9,"full ","CEOL",1.92,2.86,1.2,1,"1",1,2018
"187",2018,2,9,"full ","CEOL",2.12,1.91,0.91,1,"1",1,2018
"188",2018,2,9,"full ","CEOL",3.14,2.48,1.2,1,"1",1,2018
"189",2018,2,9,"full ","HEAR",3.9,7.46,2.84,1,"1",1,2018
"190",2018,2,9,"full ","HEAR",5.56,8.05,6.08,1,"1",1,2018
"191",2018,2,9,"full ","HEAR",5.89,6.2,3.47,1,"1",1,2018
"192",2018,2,9,"full ","HEAR",7.1,8.42,5.42,1,"1",1,2018
"193",2018,2,9,"full ","HEAR",9.81,6.5,2.41,1,"1",1,2018
"194",2018,2,9,"full ","HEAR",9.81,7.41,4,1,"1",1,2018
"195",2018,2,9,"full ","RHOV",1.16,1.99,0.37,0,"1",1,2018
"196",2018,2,9,"full ","RHOV",2.33,4.31,2.47,1,"1",1,2018
"197",2018,2,9,"full ","RHOV",2.6,3.35,2.78,1,"1",1,2018
"198",2018,2,9,"full ","RHOV",2.64,3.91,1.65,1,"1",1,2018
"199",2018,2,9,"full ","SAAP",0.9,1.26,0.45,1,"1",1,2018
"200",2018,2,9,"full ","SAAP",1.56,1.6,1.22,1,"1",1,2018
"201",2018,2,9,"full ","SAAP",2.13,0.75,0.9,0,"1",1,2018
"202",2018,2,9,"full ","SAAP",2.2,1.36,0.34,1,"1",1,2018
"203",2018,2,10,"half ","CEOL",0.88,1.98,1.6,1,"1",1,2018
"204",2018,2,10,"half ","CEOL",2.95,3.67,2.56,1,"1",1,2018
"205",2018,2,10,"half ","CEOL",3.53,4.6,2.91,1,"1",1,2018
"206",2018,2,10,"half ","CEOL",3.89,2.47,2.38,1,"1",1,2018
"207",2018,2,10,"half ","HEAR",13.42,8.23,4.95,1,"1",1,2018
"208",2018,2,10,"half ","HEAR",4.05,7.52,5.23,1,"1",1,2018
"209",2018,2,10,"half ","HEAR",5.72,9.31,6.81,1,"1",1,2018
"210",2018,2,10,"half ","HEAR",7.01,8.39,7.21,1,"1",1,2018
"211",2018,2,10,"half ","HEAR",7.32,9.25,3.54,1,"1",1,2018
"212",2018,2,10,"half ","HEAR",9.63,6.23,5.25,1,"1",1,2018
"213",2018,2,10,"half ","RHOV",2.31,3.61,2.35,1,"1",1,2018
"214",2018,2,10,"half ","RHOV",2.45,5.05,3.85,1,"1",1,2018
"215",2018,2,10,"half ","RHOV",2.71,2.5,1.42,1,"1",1,2018
"216",2018,2,10,"half ","RHOV",2.79,3.43,1.71,1,"1",1,2018
"217",2018,2,10,"half ","SAAP",1.21,1.51,0.75,0,"1",1,2018
"218",2018,2,10,"half ","SAAP",2.18,4.73,0.34,1,"1",1,2018
"219",2018,2,10,"half ","SAAP",2.22,0.97,0.89,0,"1",1,2018
"220",2018,2,10,"half ","SAAP",2.44,2.43,0.95,0,"1",1,2018
"221",2018,2,11,"none","CEOL",NA,NA,NA,4,"1",0,2018
"222",2018,2,11,"none","CEOL",1.12,1.95,0.95,1,"1",1,2018
"223",2018,2,11,"none","CEOL",1.29,1.44,1.03,1,"1",1,2018
"224",2018,2,11,"none","CEOL",1.54,1.8,1.49,1,"1",1,2018
"225",2018,2,11,"none","CEOL",1.98,1.91,1.15,1,"1",1,2018
"226",2018,2,11,"none","HEAR",NA,NA,NA,6,"1",0,2018
"227",2018,2,11,"none","HEAR",0.25,0.1,0.1,1,"1",1,2018
"228",2018,2,11,"none","HEAR",4.05,5.53,2.47,1,"1",1,2018
"229",2018,2,11,"none","HEAR",5.26,6.8,3.01,1,"1",1,2018
"230",2018,2,11,"none","HEAR",5.54,3.95,1.9,1,"1",1,2018
"231",2018,2,11,"none","HEAR",7.54,8.56,1.12,1,"1",1,2018
"232",2018,2,11,"none","HEAR",9.2,8.22,5.74,1,"1",1,2018
"233",2018,2,11,"none","RHOV",NA,NA,NA,4,"1",0,2018
"234",2018,2,11,"none","RHOV",1.31,2.51,1.6,1,"1",1,2018
"235",2018,2,11,"none","RHOV",1.95,3,1.43,1,"1",1,2018
"236",2018,2,11,"none","RHOV",2.321,3.17,1.19,1,"1",1,2018
"237",2018,2,11,"none","RHOV",3.34,3.47,2.71,1,"1",1,2018
"238",2018,2,11,"none","SAAP",NA,NA,NA,4,"1",0,2018
"239",2018,2,11,"none","SAAP",2.54,5.32,3.39,1,"1",1,2018
"240",2018,2,11,"none","SAAP",3.09,3.19,3.72,1,"1",1,2018
"241",2018,2,11,"none","SAAP",6.25,5.55,3.9,1,"1",1,2018
"242",2018,2,11,"none","SAAP",7.5,7.67,4.42,1,"1",1,2018
"243",2018,2,12,"full ","CEOL",NA,NA,NA,4,"1",0,2018
"244",2018,2,12,"full ","CEOL",0.78,2.05,0.63,1,"1",1,2018
"245",2018,2,12,"full ","CEOL",1.3,2,0.41,1,"1",1,2018
"246",2018,2,12,"full ","CEOL",1.9,4,2.9,1,"1",1,2018
"247",2018,2,12,"full ","CEOL",2.7,4.3,2.32,1,"1",1,2018
"248",2018,2,12,"full ","HEAR",NA,NA,NA,6,"1",0,2018
"249",2018,2,12,"full ","HEAR",4.47,6.96,5.88,1,"1",1,2018
"250",2018,2,12,"full ","HEAR",4.5,7.3,3,1,"1",1,2018
"251",2018,2,12,"full ","HEAR",5.6,6.1,2.4,1,"1",1,2018
"252",2018,2,12,"full ","HEAR",6.9,5,4.8,1,"1",1,2018
"253",2018,2,12,"full ","HEAR",6.95,7.32,5.91,1,"1",1,2018
"254",2018,2,12,"full ","HEAR",7.01,8.07,5.08,1,"1",1,2018
"255",2018,2,12,"full ","RHOV",NA,NA,NA,4,"1",0,2018
"256",2018,2,12,"full ","RHOV",1.12,3.3,1.71,1,"1",1,2018
"257",2018,2,12,"full ","RHOV",1.5,2.7,1.4,1,"1",1,2018
"258",2018,2,12,"full ","RHOV",1.58,3.87,2.86,1,"1",1,2018
"259",2018,2,12,"full ","RHOV",2.8,4.2,4.2,1,"1",1,2018
"260",2018,2,12,"full ","SAAP",NA,NA,NA,4,"1",0,2018
"261",2018,2,12,"full ","SAAP",1.1,1.3,1.2,1,"1",1,2018
"262",2018,2,12,"full ","SAAP",1.2,0.42,0.65,1,"1",1,2018
"263",2018,2,12,"full ","SAAP",1.3,2.3,1.7,1,"1",1,2018
"264",2018,2,12,"full ","SAAP",2.36,2.16,1.3,1,"1",1,2018
"265",2018,2,13,"full ","CEOL",NA,NA,NA,4,"1",0,2018
"266",2018,2,13,"full ","CEOL",1.7,0.12,0.12,0,"1",1,2018
"267",2018,2,13,"full ","CEOL",2,0.68,0.4,1,"1",1,2018
"268",2018,2,13,"full ","CEOL",2.28,2.31,2,1,"1",1,2018
"269",2018,2,13,"full ","CEOL",2.34,0.43,0.33,1,"1",1,2018
"270",2018,2,13,"full ","HEAR",NA,NA,NA,6,"1",0,2018
"271",2018,2,13,"full ","HEAR",5.54,5.46,4.69,1,"1",1,2018
"272",2018,2,13,"full ","HEAR",7.08,8.97,5.18,1,"1",1,2018
"273",2018,2,13,"full ","HEAR",7.1,5.65,3.19,1,"1",1,2018
"274",2018,2,13,"full ","HEAR",8,4.83,2.49,1,"1",1,2018
"275",2018,2,13,"full ","HEAR",9.4,7.15,4.99,1,"1",1,2018
"276",2018,2,13,"full ","HEAR",9.69,6.85,4.72,1,"1",1,2018
"277",2018,2,13,"full ","RHOV",NA,NA,NA,4,"1",0,2018
"278",2018,2,13,"full ","RHOV",1.19,2.98,1.87,1,"1",1,2018
"279",2018,2,13,"full ","RHOV",1.3,2.75,1.56,1,"1",1,2018
"280",2018,2,13,"full ","RHOV",1.6,3.11,1.13,1,"1",1,2018
"281",2018,2,13,"full ","RHOV",2.6,0.47,0.3,1,"1",1,2018
"282",2018,2,13,"full ","SAAP",NA,NA,NA,4,"1",0,2018
"283",2018,2,13,"full ","SAAP",NA,NA,NA,0,"1",1,2018
"284",2018,2,13,"full ","SAAP",0.3,0.98,0.29,0,"1",1,2018
"285",2018,2,13,"full ","SAAP",0.3,1.36,0.49,0,"1",1,2018
"286",2018,2,13,"full ","SAAP",1.15,1.74,1.19,1,"1",1,2018
"287",2018,2,14,"none","CEOL",NA,NA,NA,4,"1",0,2018
"288",2018,2,14,"none","CEOL",0.5,0.088,0.077,0,"1",1,2018
"289",2018,2,14,"none","CEOL",1.289,2.944,1.192,1,"1",1,2018
"290",2018,2,14,"none","CEOL",1.728,2.143,0.707,1,"1",1,2018
"291",2018,2,14,"none","CEOL",2.5,2.66,1.97,1,"1",1,2018
"292",2018,2,14,"none","HEAR",NA,NA,NA,6,"1",0,2018
"293",2018,2,14,"none","HEAR",10,5.55,0.7,1,"1",1,2018
"294",2018,2,14,"none","HEAR",13.754,9.922,7.614,1,"1",1,2018
"295",2018,2,14,"none","HEAR",5.2,0.25,0.21,1,"1",1,2018
"296",2018,2,14,"none","HEAR",7,7.19,4.66,1,"1",1,2018
"297",2018,2,14,"none","HEAR",7.411,1.921,0.272,1,"1",1,2018
"298",2018,2,14,"none","HEAR",7.575,0.213,0.225,1,"1",1,2018
"299",2018,2,14,"none","RHOV",NA,NA,NA,4,"1",0,2018
"300",2018,2,14,"none","RHOV",0.8,3.713,0.558,1,"1",1,2018
"301",2018,2,14,"none","RHOV",1.449,1.621,2.366,1,"1",1,2018
"302",2018,2,14,"none","RHOV",2.3,3.36,1.48,1,"1",1,2018
"303",2018,2,14,"none","RHOV",2.9,2.88,2.71,1,"1",1,2018
"304",2018,2,14,"none","SAAP",NA,NA,NA,4,"1",0,2018
"305",2018,2,14,"none","SAAP",2.186,4.416,0.313,1,"1",1,2018
"306",2018,2,14,"none","SAAP",2.7,6.39,5.01,1,"1",1,2018
"307",2018,2,14,"none","SAAP",3.825,7.845,7.133,1,"1",1,2018
"308",2018,2,14,"none","SAAP",6.5,8.85,6.68,1,"1",1,2018
"309",2018,2,15,"half ","CEOL",NA,NA,NA,4,"1",0,2018
"310",2018,2,15,"half ","CEOL",0.55,0.13,0.19,0,"1",1,2018
"311",2018,2,15,"half ","CEOL",0.987,2.602,1.42,1,"1",1,2018
"312",2018,2,15,"half ","CEOL",1.65,3.41,3.32,1,"1",1,2018
"313",2018,2,15,"half ","CEOL",2.783,4.417,2.6,1,"1",1,2018
"314",2018,2,15,"half ","HEAR",NA,NA,NA,6,"1",0,2018
"315",2018,2,15,"half ","HEAR",12.05,13.13,8.08,1,"1",1,2018
"316",2018,2,15,"half ","HEAR",3.6,3.65,4.07,1,"1",1,2018
"317",2018,2,15,"half ","HEAR",6.1,9.16,9.22,1,"1",1,2018
"318",2018,2,15,"half ","HEAR",7.213,7.992,7.582,1,"1",1,2018
"319",2018,2,15,"half ","HEAR",7.93,0.223,0.209,1,"1",1,2018
"320",2018,2,15,"half ","HEAR",8.03,6.67,2.93,1,"1",1,2018
"321",2018,2,15,"half ","RHOV",NA,NA,NA,4,"1",0,2018
"322",2018,2,15,"half ","RHOV",0.69,3.52,2.64,1,"1",1,2018
"323",2018,2,15,"half ","RHOV",0.9,3.77,2.47,1,"1",1,2018
"324",2018,2,15,"half ","RHOV",1.182,3.775,1.623,1,"1",1,2018
"325",2018,2,15,"half ","RHOV",1.3,3.17,1.88,1,"1",1,2018
"326",2018,2,15,"half ","SAAP",NA,NA,NA,4,"1",0,2018
"327",2018,2,15,"half ","SAAP",0.6,1.37,0.59,0,"1",1,2018
"328",2018,2,15,"half ","SAAP",0.909,1.322,0.8,0,"1",1,2018
"329",2018,2,15,"half ","SAAP",1.399,2.025,0.693,1,"1",1,2018
"330",2018,2,15,"half ","SAAP",1.9,2.05,1.45,1,"1",1,2018
"331",2018,2,16,"full ","CEOL",NA,NA,NA,4,"1",0,2018
"332",2018,2,16,"full ","CEOL",2.05,2.68,2.15,1,"1",1,2018
"333",2018,2,16,"full ","CEOL",2.15,1.89,1.04,1,"1",1,2018
"334",2018,2,16,"full ","CEOL",2.6,2.02,0.36,1,"1",1,2018
"335",2018,2,16,"full ","CEOL",2.69,1.7,1.54,1,"1",1,2018
"336",2018,2,16,"full ","HEAR",NA,NA,NA,6,"1",0,2018
"337",2018,2,16,"full ","HEAR",4.3,6.3,5.45,1,"1",1,2018
"338",2018,2,16,"full ","HEAR",5.8,4.18,3.59,1,"1",1,2018
"339",2018,2,16,"full ","HEAR",6.42,1.58,2.49,1,"1",1,2018
"340",2018,2,16,"full ","HEAR",6.9,12.62,6.54,1,"1",1,2018
"341",2018,2,16,"full ","HEAR",7.38,6.27,2.76,1,"1",1,2018
"342",2018,2,16,"full ","HEAR",7.8,4.74,1.17,1,"1",1,2018
"343",2018,2,16,"full ","RHOV",NA,NA,NA,4,"1",0,2018
"344",2018,2,16,"full ","RHOV",0.56,1.47,1.99,0,"1",1,2018
"345",2018,2,16,"full ","RHOV",0.74,4.21,1.36,1,"1",1,2018
"346",2018,2,16,"full ","RHOV",1.7,2.97,2.96,1,"1",1,2018
"347",2018,2,16,"full ","RHOV",1.8,3.12,2.47,1,"1",1,2018
"348",2018,2,16,"full ","SAAP",NA,NA,NA,4,"1",0,2018
