date,plot_number,MAFA_removal,location,species,individual,stem_height_cm,width_1_cm,width_2_cm,condition,alive,dead,notes
4/30/2019,1,none,top,HEAR,,7.82,9.4,6.01,,1,,
4/30/2019,1,none,top,RHOV,,0.54,2.5,1.29,,1,,only 1 green leaf
4/30/2019,1,none,top,SAAP,,3.45,1.54,5.29,,,1,dead
4/30/2019,1,none,middle,HEAR,,6.59,5.71,4.44,,1,,
4/30/2019,1,none,middle,RHOV,,,,,,,1,missing
4/30/2019,1,none,middle,SAAP,,,,,,,1,dead
4/30/2019,1,none,bottom,CEOL,,7.04,2.85,3.52,,1,,
4/30/2019,1,none,bottom,HEAR,,7.28,5.67,4.38,,1,,
4/30/2019,1,none,bottom,RHOV,,5.43,5,4.21,,1,,
4/30/2019,1,none,bottom,SAAP,,,,,,,1,dead
6/17/2019,1,none,top,CEOL,,3.15,3.46,1.14,,1,,
6/17/2019,1,none,top,HEAR,,5.69,3.4,1.68,,1,,
6/17/2019,1,none,top,RHOV,,1.97,3.95,0.63,,1,,
6/17/2019,1,none,top,SAAP,,,,,,,1,"dd, baby SALE seedling"
6/17/2019,1,none,middle,HEAR,,6.5,5.78,5.49,,1,,
6/17/2019,1,none,middle,RHOV,,,,,,,1,DNP
6/17/2019,1,none,middle,SAAP,,,,,,,1,dd
6/17/2019,1,none,bottom,CEOL,,6.07,3.56,2.31,,1,,
6/17/2019,1,none,bottom,HEAR,,9.32,7.25,4.92,,1,,
6/17/2019,1,none,bottom,RHOV,,6.65,7.4,5.34,,1,,
6/17/2019,1,none,bottom,SAAP,,,,,,,1,dd
9/19/2019,1,none,top,CEOL,,3.561,1.601,1.435,,1,,
9/19/2019,1,none,top,HEAR,,3.725,3.174,2.16,,1,,herbivory
9/19/2019,1,none,top,RHOV,,,,,,,1,DNP
9/19/2019,1,none,top,SAAP,,,,,,,1,dead
9/19/2019,1,none,middle,HEAR,,5.83,4.533,6.762,,1,,
9/19/2019,1,none,middle,RHOV,,,,,,,1,DNP
9/19/2019,1,none,middle,SAAP,,,,,,,1,dead
9/19/2019,1,none,bottom,CEOL,,,,,,,1,dd
9/19/2019,1,none,bottom,HEAR,,8.636,6.249,5.194,,1,,crispy
9/19/2019,1,none,bottom,RHOV,,3.6,5.587,3.584,,1,,dry
9/19/2019,1,none,bottom,SAAP,,,,,,,1,dead
11/23/2019,1,none,top,CEOL,,2.977,1.651,1.144,,1,,water stressed
11/23/2019,1,none,top,HEAR,,,,,,,1,coudn't find
11/23/2019,1,none,top,RHOV,,,,,,,1,DNP
11/23/2019,1,none,top,SAAP,,,,,,,1,dd
11/23/2019,1,none,middle,HEAR,,5.121,5.429,2.268,,1,,
11/23/2019,1,none,middle,RHOV,,,,,,,1,DNP
11/23/2019,1,none,middle,SAAP,,,,,,,1,dd
11/23/2019,1,none,bottom,CEOL,,,,,,,1,dead
11/23/2019,1,none,bottom,HEAR,,10.701,4.538,2.865,,,1,dd
11/23/2019,1,none,bottom,RHOV,,2.866,1.709,0.287,,1,,
11/23/2019,1,none,bottom,SAAP,,,,,,,1,dead
3/18/2020,1,none,top,CEOL,,,,,,,1,DNP
3/18/2020,1,none,top,HEAR,,,,,,,1,
3/18/2020,1,none,top,RHOV,,,,,,,1,
3/18/2020,1,none,top,SAAP,,,,,,,1,
3/18/2020,1,none,middle,HEAR,,,,,,,1,couldn't find
3/18/2020,1,none,middle,RHOV,,,,,,,1,
3/18/2020,1,none,middle,SAAP,,,,,,,1,
3/18/2020,1,none,bottom,CEOL,,,,,,,1,
3/18/2020,1,none,bottom,HEAR,,,,,,,1,
3/18/2020,1,none,bottom,RHOV,,,,,,,1,couldn't find
3/18/2020,1,none,bottom,SAAP,,,,,,,1,
5/14/2020,1,none,top,CEOL,,,,,,,1,
5/14/2020,1,none,top,HEAR,,,,,,,1,
5/14/2020,1,none,top,RHOV,,,,,,,1,
5/14/2020,1,none,top,SAAP,,,,,,,1,
5/14/2020,1,none,middle,HEAR,,,,,,,1,
5/14/2020,1,none,middle,RHOV,,,,,,,1,couldn't find
5/14/2020,1,none,middle,SAAP,,,,,,,1,
5/14/2020,1,none,bottom,CEOL,,,,,,,1,
5/14/2020,1,none,bottom,HEAR,,,,,,,1,
5/14/2020,1,none,bottom,RHOV,,,,,,,1,
5/14/2020,1,none,bottom,SAAP,,,,,,,1,
10/27/2020,1,none,top,CEOL,,,,,,,1,nothing alive
10/27/2020,1,none,top,HEAR,,,,,,,1,nothing alive
10/27/2020,1,none,top,RHOV,,,,,,,1,nothing alive
10/27/2020,1,none,top,SAAP,,,,,,,1,nothing alive
10/27/2020,1,none,middle,HEAR,,,,,,,1,nothing alive
10/27/2020,1,none,middle,RHOV,,,,,,,1,nothing alive
10/27/2020,1,none,middle,SAAP,,,,,,,1,nothing alive
10/27/2020,1,none,bottom,CEOL,,,,,,,1,nothing alive
10/27/2020,1,none,bottom,HEAR,,,,,,,1,nothing alive
10/27/2020,1,none,bottom,RHOV,,,,,,,1,nothing alive
10/27/2020,1,none,bottom,SAAP,,,,,,,1,nothing alive
4/12/2021,1,none,top,CEOL,,,,,,,1,nothing alive
4/12/2021,1,none,top,HEAR,,,,,,,1,nothing alive
4/12/2021,1,none,top,RHOV,,,,,,,1,nothing alive
4/12/2021,1,none,top,SAAP,,,,,,,1,nothing alive
4/12/2021,1,none,middle,HEAR,,,,,,,1,nothing alive
4/12/2021,1,none,middle,RHOV,,,,,,,1,nothing alive
4/12/2021,1,none,middle,SAAP,,,,,,,1,nothing alive
4/12/2021,1,none,bottom,CEOL,,,,,,,1,nothing alive
4/12/2021,1,none,bottom,HEAR,,,,,,,1,nothing alive
4/12/2021,1,none,bottom,RHOV,,,,,,,1,nothing alive
4/12/2021,1,none,bottom,SAAP,,,,,,,1,nothing alive
1/30/2018,2,full removal,right,CEOL,green,,,,,1,,planted 2018
1/30/2018,2,full removal,right,CEOL,blue,,,,,1,,planted 2018
1/30/2018,2,full removal,right,HEAR,S,,,,,1,,planted 2018
1/30/2018,2,full removal,right,HEAR,C,,,,,1,,planted 2018
1/30/2018,2,full removal,right,HEAR,R,,,,,1,,planted 2018
1/30/2018,2,full removal,right,RHOV,green,,,,,1,,planted 2018
1/30/2018,2,full removal,right,RHOV,blue,,,,,1,,planted 2018
1/30/2018,2,full removal,right,SAAP,green,,,,,1,,planted 2018
1/30/2018,2,full removal,right,SAAP,blue,,,,,1,,planted 2018
1/30/2018,2,full removal,left,CEOL,green,,,,,1,,planted 2018
1/30/2018,2,full removal,left,CEOL,blue,,,,,1,,planted 2018
1/30/2018,2,full removal,left,HEAR,S,,,,,1,,planted 2018
1/30/2018,2,full removal,left,HEAR,C,,,,,1,,planted 2018
1/30/2018,2,full removal,left,HEAR,R,,,,,1,,planted 2018
1/30/2018,2,full removal,left,RHOV,green,,,,,1,,planted 2018
1/30/2018,2,full removal,left,RHOV,blue,,,,,1,,planted 2018
1/30/2018,2,full removal,left,SAAP,green,,,,,1,,planted 2018
1/30/2018,2,full removal,left,SAAP,blue,,,,,1,,planted 2018
2/24/2018,2,full removal,right,CEOL,green,1.3,3.1,1,,1,,
2/24/2018,2,full removal,right,CEOL,blue,2,2.8,1.9,,1,,
2/24/2018,2,full removal,right,HEAR,S,8.7,6.2,3.4,,1,,
2/24/2018,2,full removal,right,HEAR,C,4.6,8.2,6.1,,1,,a little stressed; dry
2/24/2018,2,full removal,right,HEAR,R,3,8.6,4.3,,1,,some herbivory
2/24/2018,2,full removal,right,RHOV,green,1.4,2.6,1.7,,1,,stressed
2/24/2018,2,full removal,right,RHOV,blue,1.9,4.8,1.5,,1,,stressed
2/24/2018,2,full removal,right,SAAP,green,2.2,1.9,1.4,,1,,
2/24/2018,2,full removal,right,SAAP,blue,0.3,0.5,0.3,,,1,dead
2/24/2018,2,full removal,left,CEOL,green,2,2.65,2.2,,1,,a little crispy
2/24/2018,2,full removal,left,CEOL,blue,2.74,1.35,1.03,,1,,a little stressed
2/24/2018,2,full removal,left,HEAR,S,9.67,6.89,3.712,,1,,"stressed, white spots"
2/24/2018,2,full removal,left,HEAR,C,2.83,6.29,4.29,,1,,a little stressed
2/24/2018,2,full removal,left,HEAR,R,5.16,4.78,2.83,,1,,stressed
2/24/2018,2,full removal,left,RHOV,green,1.57,3.43,1.22,,1,,a little stressed/wilted
2/24/2018,2,full removal,left,RHOV,blue,1.01,2.5,2.42,,1,,
2/24/2018,2,full removal,left,SAAP,green,2.07,1.91,1.46,,1,,a little stressed
2/24/2018,2,full removal,left,SAAP,blue,1.21,1.88,1.16,,,1,"dry, might be dead"
5/26/2018,2,full removal,left,SAAP,green,2.78,1.58,1.478,,1,,
5/26/2018,2,full removal,left,SAAP,blue,,,,,,1,
5/26/2018,2,full removal,left,RHOV,green,,,,,,1,
5/26/2018,2,full removal,left,RHOV,blue,0.98,1.29,0.78,,1,,
5/26/2018,2,full removal,left,CEOL,green,,,,,,1,
5/26/2018,2,full removal,left,CEOL,blue,2.01,1.19,0.76,,1,,
5/26/2018,2,full removal,left,HEAR,s,8.77,5.74,2.66,,1,,
5/26/2018,2,full removal,left,HEAR,c,2.01,5.89,5.38,,1,,crisp
5/26/2018,2,full removal,left,HEAR,r,4.47,2.48,1.17,,1,,
5/26/2018,2,full removal,right,SAAP,green,,,,,,1,
5/26/2018,2,full removal,right,SAAP,blue,,,,,,1,
5/26/2018,2,full removal,right,RHOV,green,,,,,,1,
5/26/2018,2,full removal,right,RHOV,blue,,,,,,1,
5/26/2018,2,full removal,right,CEOL,green,1.01,2.04,1.18,,1,,
5/26/2018,2,full removal,right,CEOL,blue,,,,,,1,
5/26/2018,2,full removal,right,HEAR,s,2.97,4.97,1.18,,1,,"crispy, only partially green"
5/26/2018,2,full removal,right,HEAR,c,3.44,4.98,3.25,,1,,extra crispy
5/26/2018,2,full removal,right,HEAR,r,1.77,8.16,1.41,,1,,possible herbivory
12/12/2018,2,full removal,right,CEOL,green,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,CEOL,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,HEAR,S,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,HEAR,C,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,HEAR,R,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,RHOV,green,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,RHOV,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,SAAP,green,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,right,SAAP,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,2,full removal,left,CEOL,green,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,CEOL,blue,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,HEAR,S,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,HEAR,C,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,HEAR,R,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,RHOV,green,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,RHOV,blue,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,SAAP,green,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
12/12/2018,2,full removal,left,SAAP,blue,,,,,,1,"dead, no seedlings alive on left side, decomposing MAFA leaves in seed holes"
1/26/2019,2,full removal,top,CEOL,,3.69,4.21,2.75,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,top,HEAR,,9.81,8.07,9.46,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,top,RHOV,,2.47,3.12,1.8,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,top,SAAP,,6.04,10.47,8.63,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,middle,HEAR,,6.25,7.06,6.87,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,middle,RHOV,,3.11,2.73,3.78,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,middle,SAAP,,3.39,5.77,4.68,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,bottom,CEOL,,2.91,2.47,1.58,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,bottom,HEAR,,5.35,7.11,6.33,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,bottom,RHOV,,3.36,4.03,3.54,,1,,"planted Jan 18-25, 2019"
1/26/2019,2,full removal,bottom,SAAP,,4.52,6.44,8.36,,1,,"planted Jan 18-25, 2019"
3/11/2019,2,full removal,top,CEOL,,4.01,5.37,5.36,,1,,
3/11/2019,2,full removal,top,HEAR,,7.78,9.17,6.87,,1,,
3/11/2019,2,full removal,top,RHOV,,2.9,2.96,1.19,,1,,
3/11/2019,2,full removal,top,SAAP,,5.66,10.35,10.58,,1,,
3/11/2019,2,full removal,middle,HEAR,,5.99,5.95,4.09,,1,,
3/11/2019,2,full removal,middle,RHOV,,2.46,0.05,0.05,,,1,dead
3/11/2019,2,full removal,middle,SAAP,,2.78,5.58,4.91,,1,,
3/11/2019,2,full removal,bottom,CEOL,,2.15,2.49,0.14,,1,,
3/11/2019,2,full removal,bottom,HEAR,,4.26,6.01,4.26,,1,,
3/11/2019,2,full removal,bottom,RHOV,,2.27,4.49,1.6,,1,,
3/11/2019,2,full removal,bottom,SAAP,,4.07,5.22,5.82,,1,,
4/30/2019,2,full removal,top,CEOL,,5.88,5.07,4.12,,1,,
4/30/2019,2,full removal,top,HEAR,,10.15,8.73,7.51,,1,,
4/30/2019,2,full removal,top,RHOV,,2.4,1.9,0.04,,1,,
4/30/2019,2,full removal,top,SAAP,,12.92,10.81,10.61,,1,,
4/30/2019,2,full removal,middle,HEAR,,6.9,6.1,5.3,,1,,
4/30/2019,2,full removal,middle,RHOV,,,,,,,1,dead
4/30/2019,2,full removal,middle,SAAP,,10.07,5.61,5.5,,1,,
4/30/2019,2,full removal,bottom,CEOL,,3.49,2.31,1.08,,1,,
4/30/2019,2,full removal,bottom,HEAR,,5.64,5.38,4.22,,1,,little herbivory
4/30/2019,2,full removal,bottom,RHOV,,3.75,4.59,2.25,,1,,
4/30/2019,2,full removal,bottom,SAAP,,7.37,5.55,5.81,,1,,
6/17/2019,2,full removal,top,CEOL,,7.73,4.07,2.95,,1,,
6/17/2019,2,full removal,top,HEAR,,14.13,8.28,5.2,,1,,
6/17/2019,2,full removal,top,RHOV,,2.33,2.63,0.98,,1,,
6/17/2019,2,full removal,top,SAAP,,15.45,12.23,10.98,,1,,
6/17/2019,2,full removal,middle,HEAR,,9.6,6.01,6.61,,1,,
6/17/2019,2,full removal,middle,RHOV,,,,,,,1,dd
6/17/2019,2,full removal,middle,SAAP,,11.54,6.16,5.14,,1,,
6/17/2019,2,full removal,bottom,CEOL,,3.27,0.72,0.21,,1,,green leaf
6/17/2019,2,full removal,bottom,HEAR,,5.56,4.98,4.13,,1,,
6/17/2019,2,full removal,bottom,RHOV,,4.75,2.8,1.62,,1,,
6/17/2019,2,full removal,bottom,SAAP,,8.05,2.94,3.48,,1,,"herbivorized, but resprouting"
9/19/2019,2,full removal,top,CEOL,,7.085,0.636,2.54,,1,,
9/19/2019,2,full removal,top,HEAR,,11.563,7.689,6.638,,,1,dd
9/19/2019,2,full removal,top,RHOV,,2.196,1.915,0.656,,,1,dd
9/19/2019,2,full removal,top,SAAP,,13.004,8.798,6.469,,1,,
9/19/2019,2,full removal,middle,HEAR,,8.873,3.497,3.167,,1,,"pretty dry, dd"
9/19/2019,2,full removal,middle,RHOV,,,,,,,1,dead
9/19/2019,2,full removal,middle,SAAP,,11.307,1.794,2.198,,1,,"leaves up, dry"
9/19/2019,2,full removal,bottom,CEOL,,2.835,1.178,0.102,,,1,dd
9/19/2019,2,full removal,bottom,HEAR,,4.612,4.291,3.521,,,1,dd
9/19/2019,2,full removal,bottom,RHOV,,,,,,,1,"DNP, dd"
9/19/2019,2,full removal,bottom,SAAP,,7.611,1.786,3.022,,1,,dd almost
11/23/2019,2,full removal,top,CEOL,,6.609,1.854,0.743,,,1,dead
11/23/2019,2,full removal,top,HEAR,,,,,,,1,dd
11/23/2019,2,full removal,top,RHOV,,,,,,,1,dd
11/23/2019,2,full removal,top,SAAP,,13.401,7.503,3.48,,1,,
11/23/2019,2,full removal,middle,HEAR,,,,,,,1,dd
11/23/2019,2,full removal,middle,RHOV,,,,,,,1,dd
11/23/2019,2,full removal,middle,SAAP,,11.376,2.541,2.221,,1,,
11/23/2019,2,full removal,bottom,CEOL,,,,,,,1,dd
11/23/2019,2,full removal,bottom,HEAR,,,,,,,1,dd
11/23/2019,2,full removal,bottom,RHOV,,,,,,,1,dd
11/23/2019,2,full removal,bottom,SAAP,,,,,,,1,dd
3/18/2020,2,full removal,top,CEOL,,,,,,,1,
3/18/2020,2,full removal,top,HEAR,,,,,,,1,
3/18/2020,2,full removal,top,RHOV,,,,,,,1,
3/18/2020,2,full removal,top,SAAP,,13.8,15.7,13.2,,1,,
3/18/2020,2,full removal,middle,HEAR,,,,,,,1,
3/18/2020,2,full removal,middle,RHOV,,,,,,,1,
3/18/2020,2,full removal,middle,SAAP,,14.35,8,8,,1,,
3/18/2020,2,full removal,bottom,CEOL,,,,,,,1,
3/18/2020,2,full removal,bottom,HEAR,,,,,,,1,
3/18/2020,2,full removal,bottom,RHOV,,,,,,,1,
3/18/2020,2,full removal,bottom,SAAP,,,,,,,1,
5/14/2020,2,full removal,top,CEOL,,,,,,,1,
5/14/2020,2,full removal,top,HEAR,,,,,,,1,
5/14/2020,2,full removal,top,RHOV,,,,,,,1,
5/14/2020,2,full removal,top,SAAP,,18.163,16.766,9.41,,1,,
5/14/2020,2,full removal,middle,HEAR,,,,,,,1,
5/14/2020,2,full removal,middle,RHOV,,,,,,,1,
5/14/2020,2,full removal,middle,SAAP,,22.166,8.956,7.53,,1,,
5/14/2020,2,full removal,bottom,CEOL,,,,,,,1,
5/14/2020,2,full removal,bottom,HEAR,,,,,,,1,
5/14/2020,2,full removal,bottom,RHOV,,,,,,,1,
5/14/2020,2,full removal,bottom,SAAP,,,,,,,1,
10/27/2020,2,full removal,top,CEOL,,,,,,,1,
10/27/2020,2,full removal,top,HEAR,,,,,,,1,
10/27/2020,2,full removal,top,RHOV,,,,,,,1,
10/27/2020,2,full removal,top,SAAP,,5.262,2.265,0.432,,1,,herbivory
10/27/2020,2,full removal,middle,HEAR,,,,,,,1,
10/27/2020,2,full removal,middle,RHOV,,,,,,,1,
10/27/2020,2,full removal,middle,SAAP,,19.445,4.828,4.365,,,1,"herbivory, looks dead"
10/27/2020,2,full removal,bottom,CEOL,,,,,,,1,
10/27/2020,2,full removal,bottom,HEAR,,,,,,,1,
10/27/2020,2,full removal,bottom,RHOV,,,,,,,1,
10/27/2020,2,full removal,bottom,SAAP,,,,,,,1,
4/12/2021,2,full removal,top,CEOL,,,,,,,1,
4/12/2021,2,full removal,top,HEAR,,,,,,,1,
4/12/2021,2,full removal,top,RHOV,,,,,,,1,
4/12/2021,2,full removal,top,SAAP,,4.042,1.713,1.512,,1,,stem was herbivorized and new leaves regrowing out of stem
4/12/2021,2,full removal,middle,HEAR,,,,,,,1,
4/12/2021,2,full removal,middle,RHOV,,,,,,,1,
4/12/2021,2,full removal,middle,SAAP,,1.976,1.918,1.582,,1,,"new leaves growing out of the old stem, stem top herbivorized"
4/12/2021,2,full removal,bottom,CEOL,,,,,,,1,
4/12/2021,2,full removal,bottom,HEAR,,,,,,,1,
4/12/2021,2,full removal,bottom,RHOV,,,,,,,1,
4/12/2021,2,full removal,bottom,SAAP,,,,,,,1,
1/30/2018,3,full removal,right,CEOL,green,,,,,1,,planted 2018
1/30/2018,3,full removal,right,CEOL,blue,,,,,1,,planted 2018
1/30/2018,3,full removal,right,HEAR,S,,,,,1,,planted 2018
1/30/2018,3,full removal,right,HEAR,C,,,,,1,,planted 2018
