Date,Timestamp,ID,Device Name,Nutrient,Moisture,Temperature,Medium,Nutrient min,Nutrient max,Moisture min,Moisture max,Note
2/24/2023,58:07.0,6595,Moeller lab pulse,1.04,27,25.2,Mixed medium,0,15,0,100,saap-3
2/24/2023,57:56.0,6594,Moeller lab pulse,1.45,35,24.8,Mixed medium,0,15,0,100,saap-2
2/24/2023,57:39.0,6593,Moeller lab pulse,1.22,35,23.7,Mixed medium,0,15,0,100,saap-1
2/23/2023,14:02.0,6592,Moeller lab pulse,1.4,38,25,Mixed medium,0,15,0,100,saap-5
2/23/2023,13:48.0,6591,Moeller lab pulse,1.45,37,24.9,Mixed medium,0,15,0,100,saap-4
2/23/2023,13:37.0,6590,Moeller lab pulse,1.17,31,24.5,Mixed medium,0,15,0,100,saap-3
2/23/2023,13:22.0,6589,Moeller lab pulse,1.53,38,23.9,Mixed medium,0,15,0,100,saap-2
2/23/2023,13:10.0,6588,Moeller lab pulse,1.31,38,21.4,Mixed medium,0,15,0,100,saap-1
2/22/2023,17:51.0,6587,Moeller lab pulse,1.09,24,25.8,Mixed medium,0,15,0,100,saap-5
2/22/2023,17:36.0,6586,Moeller lab pulse,1.06,23,25.9,Mixed medium,0,15,0,100,saap-4
2/22/2023,17:23.0,6585,Moeller lab pulse,0.95,20,25.7,Mixed medium,0,15,0,100,saap-3
2/22/2023,16:59.0,6584,Moeller lab pulse,1.14,24,25.5,Mixed medium,0,15,0,100,saap-2
2/22/2023,16:28.0,6582,Moeller lab pulse,1.01,24,24.3,Mixed medium,0,15,0,100,saap-1
2/17/2023,17:45.0,6581,Moeller lab pulse,1.19,27,25.5,Mixed medium,0,15,0,100,saap-5
2/17/2023,17:33.0,6580,Moeller lab pulse,1.06,23,25,Mixed medium,0,15,0,100,saap-4
2/17/2023,17:19.0,6579,Moeller lab pulse,0.94,20,25.1,Mixed medium,0,15,0,100,saap-3
2/17/2023,17:02.0,6578,Moeller lab pulse,1.22,28,24.9,Mixed medium,0,15,0,100,saap-2
2/17/2023,16:46.0,6577,Moeller lab pulse,1.08,25,23.3,Mixed medium,0,15,0,100,saap-1
2/16/2023,01:48.0,6576,Moeller lab pulse,1.37,31,25.2,Mixed medium,0,15,0,100,saap-5
2/16/2023,01:38.0,6575,Moeller lab pulse,1.16,25,24.9,Mixed medium,0,15,0,100,saap-4
2/16/2023,01:31.0,6574,Moeller lab pulse,0.98,22,24.9,Mixed medium,0,15,0,100,saap-3
2/16/2023,01:21.0,6573,Moeller lab pulse,1.53,33,24.5,Mixed medium,0,15,0,100,saap-2
2/16/2023,01:07.0,6572,Moeller lab pulse,1.09,30,22.7,Mixed medium,0,15,0,100,saap-1
2/14/2023,41:12.0,6571,Moeller lab pulse,1.47,38,25.1,Mixed medium,0,15,0,100,saap-5
2/14/2023,41:05.0,6570,Moeller lab pulse,1.2,31,25.2,Mixed medium,0,15,0,100,saap-4
2/14/2023,40:56.0,6569,Moeller lab pulse,1.25,33,25.5,Mixed medium,0,15,0,100,saap-3
2/14/2023,40:43.0,6568,Moeller lab pulse,1.54,38,25.6,Mixed medium,0,15,0,100,saap-2
2/14/2023,40:24.0,6567,Moeller lab pulse,1.39,33,25.1,Mixed medium,0,15,0,100,saap-1
2/13/2023,08:10.0,6565,Moeller lab pulse,1.2,28,25.6,Mixed medium,0,15,0,100,saap-5
2/13/2023,07:55.0,6564,Moeller lab pulse,0.97,23,25.2,Mixed medium,0,15,0,100,saap-4
2/13/2023,07:21.0,6563,Moeller lab pulse,0.9,19,24.7,Mixed medium,0,15,0,100,saap-3
2/13/2023,07:05.0,6561,Moeller lab pulse,1.41,33,25.3,Mixed medium,0,15,0,100,saap-2
2/13/2023,06:49.0,6560,Moeller lab pulse,1.06,23,24.8,Mixed medium,0,15,0,100,saap-1
2/10/2023,38:42.0,6385,Moeller lab pulse,1.5,41,26.2,Mixed medium,0,15,0,100,saap-5
2/10/2023,38:26.0,6384,Moeller lab pulse,1.35,37,26.3,Mixed medium,0,15,0,100,saap-4
2/10/2023,38:07.0,6383,Moeller lab pulse,1.36,40,26.3,Mixed medium,0,15,0,100,saap-3
2/10/2023,37:48.0,6382,Moeller lab pulse,1.68,44,26.3,Mixed medium,0,15,0,100,saap-2
2/10/2023,37:29.0,6381,Moeller lab pulse,1.23,28,26.3,Mixed medium,0,15,0,100,saap-1
2/9/2023,19:28.0,6229,Moeller lab pulse,1.36,46,24.5,Mixed medium,0,15,0,100,saap-5
2/9/2023,19:08.0,6228,Moeller lab pulse,1.4,42,23.9,Mixed medium,0,15,0,100,saap-4
2/9/2023,18:32.0,6226,Moeller lab pulse,1.28,40,24.2,Mixed medium,0,15,0,100,saap-3
2/9/2023,17:59.0,6224,Moeller lab pulse,1.64,46,24.4,Mixed medium,0,15,0,100,saap-2
2/9/2023,17:41.0,6223,Moeller lab pulse,1.31,41,24.1,Mixed medium,0,15,0,100,saap-1
2/8/2023,10:38.0,6222,Moeller lab pulse,1.24,25,25.7,Mixed medium,0,15,0,100,SAAP-5-actual
2/8/2023,10:04.0,6221,Moeller lab pulse,0.99,23,25.3,Mixed medium,0,15,0,100,SAAP-4-actual
2/8/2023,09:00.0,6220,Moeller lab pulse,1.07,17,25.2,Mixed medium,0,15,0,100,SAAP-3-actual
2/8/2023,08:19.0,6219,Moeller lab pulse,1.39,28,25.3,Mixed medium,0,15,0,100,SAAP-2-actual
2/8/2023,07:56.0,6218,Moeller lab pulse,0.99,20,24.9,Mixed medium,0,15,0,100,SAAP-1-actual
